vehicle,vehicle_status,segment,segment_dv_m_per_s,segment_duration_yr,propellant,propellant_isp_s,propellant_cost_usd_per_kg,launch_usd_per_kg_to_leo,propellant_mass_per_kg_payload,in_space_prop_usd_per_kg_payload,total_usd_per_kg_payload_to_segment_end,catalog_date,pipeline_version
Skylon / SABRE,concept,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,kerolox  (RP-1 / LOX),340.0,0.896969696969697,1000,0.3098660497764605,0.27794045676918877,1000.2779404567692,2026-09-23,1.16.0
Skylon / SABRE,concept,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Iodine  (Hall / gridded),2000.0,60.0,1000,0.04930769147151137,2.9584614882906823,1002.9584614882907,2026-09-23,1.16.0
Sea Dragon,concept,LEO  →  GTO,2440.0,0.001,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,545,0.06417802003961137,5.13424160316891,550.1342416031689,2026-09-23,1.16.0
Sea Dragon,concept,LEO  →  average NEA,6500.0,1.5,Hydrazine  (monoprop),220.0,75.0,545,19.344241563250616,1450.8181172437962,1995.8181172437962,2026-09-23,1.16.0
Sea Dragon,concept,LEO  →  main-belt asteroid,10500.0,3.5,Electrospray  (ionic liquid),2500.0,2000.0,545,0.5346169554122704,1069.2339108245408,1614.2339108245408,2026-09-23,1.16.0
Sea Dragon,concept,NEA  →  Earth return (propulsive),5500.0,1.5,Mass driver  (regolith reaction mass),306.0,0.1,545,5.251511400668035,0.5251511400668035,545.5251511400668,2026-09-23,1.16.0
Sea Dragon,concept,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,545,1.7285849654650014,92.1911981581334,637.1911981581334,2026-09-23,1.16.0
Sea Dragon,concept,LEO  →  cislunar NRHO depot,3600.0,0.02,Solar sail  (photonic),inf,0.0,545,0.0,0.0,545.0,2026-09-23,1.16.0
Sea Dragon,concept,GTO  →  GEO (circularise + plane change),1836.0,0.01,Magnetic sail / electric sail,inf,0.0,545,0.0,0.0,545.0,2026-09-23,1.16.0
Sea Dragon,concept,TLI  →  low lunar orbit (LOI),900.0,0.01,Cold gas  (GN2),70.0,1.0,545,2.710118075525866,2.710118075525866,547.7101180755259,2026-09-23,1.16.0
Sea Dragon,concept,LEO  →  trans-Mars injection,3600.0,0.7,Solar thermal steam  (water),190.0,2.0,545,5.903951143604084,11.807902287208169,556.8079022872082,2026-09-23,1.16.0
Sea Dragon,concept,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,545,1.759926901284382,2.815883042055011,547.815883042055,2026-09-23,1.16.0
Sea Dragon,concept,NEA  →  LEO delivery (propulsive),3626.0,1.5,Water  (electrothermal / resistojet),190.0,2.0,545,6.000964242916229,12.001928485832458,557.0019284858324,2026-09-23,1.16.0
Sea Dragon,concept,NEA  →  LEO delivery (aerobraked),100.0,2.0,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,545,0.04975616658715443,0.12439041646788607,545.1243904164679,2026-09-23,1.16.0
Lunar mass driver,concept,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Xenon  (Hall / ion),3000.0,10000.0,10,0.16527537438270223,1652.7537438270224,1662.7537438270224,2026-09-23,1.16.0
Lunar mass driver,concept,LEO  →  hard NEA,8500.0,2.0,FEEP  (indium field emission),6000.0,250.0,10,0.15541524268443951,38.853810671109876,48.853810671109876,2026-09-23,1.16.0
Lunar mass driver,concept,Asteroid station-keeping,200.0,0.5,Nuclear pulse  (Orion),10000.0,50000.0,10,0.002041513482750279,102.07567413751394,112.07567413751394,2026-09-23,1.16.0
Lunar mass driver,concept,Main belt  →  Earth return,7500.0,4.0,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,10,24.904415729869967,12452.207864934984,12462.207864934984,2026-09-23,1.16.0
Lunar mass driver,concept,TLI  →  NRHO insertion,450.0,0.01,"Nuclear thermal  (LH2, NTP)",900.0,10.0,10,0.052307961610132514,0.5230796161013251,10.523079616101326,2026-09-23,1.16.0
Lunar mass driver,concept,LEO  →  GTO (perigee burn),2455.0,0.001,Momentum-exchange tether,inf,0.0,10,0.0,0.0,10.0,2026-09-23,1.16.0
Lunar mass driver,concept,GEO  →  Earth (deorbit to entry),1488.0,0.01,Solid  (APCP),285.0,15.0,10,0.7030132835244591,10.545199252866887,20.545199252866887,2026-09-23,1.16.0
Lunar mass driver,concept,NRHO  →  low lunar orbit,730.0,0.01,"VASIMR  (argon, variable Isp)",4000.0,10.0,10,0.018784062795494494,0.18784062795494494,10.187840627954944,2026-09-23,1.16.0
Lunar mass driver,concept,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,methalox  (LCH4 / LOX),380.0,0.24347826086956526,10,0.27317239506570945,0.06651153966817275,10.066511539668173,2026-09-23,1.16.0
Lunar mass driver,concept,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Water  (gridded ion / ECR),900.0,2.0,10,0.10735204606807192,0.21470409213614383,10.214704092136143,2026-09-23,1.16.0
Lunar mass driver,concept,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,10,0.19435191702310628,7.300047615014236,17.300047615014236,2026-09-23,1.16.0
Lunar space elevator,concept,LEO  →  Earth escape (C3=0),3200.0,0.003,Argon  (Hall / ion),1500.0,10.0,10,0.2430144763606803,2.430144763606803,12.430144763606803,2026-09-23,1.16.0
Lunar space elevator,concept,LEO  →  average NEA,6500.0,1.5,PPT  (PTFE pulsed plasma),1000.0,25.0,10,0.9402474925846129,23.506187314615325,33.506187314615325,2026-09-23,1.16.0
Lunar space elevator,concept,LEO  →  main-belt asteroid,10500.0,3.5,Direct fusion drive,10000.0,1000000.0,10,0.1130123878360414,113012.3878360414,113022.3878360414,2026-09-23,1.16.0
Lunar space elevator,concept,NEA  →  Earth return (aerocap),1500.0,1.5,HTP  (98% peroxide monoprop),165.0,5.0,10,1.5269542886633611,7.634771443316806,17.634771443316808,2026-09-23,1.16.0
Lunar space elevator,concept,LEO  →  TLI (trans-lunar injection),3150.0,0.01,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,10,0.06635055381556865,663.5055381556865,673.5055381556865,2026-09-23,1.16.0
Lunar space elevator,concept,LEO  →  cislunar NRHO depot,3600.0,0.02,Beamed laser-thermal  (H2),900.0,10.0,10,0.5036364664760675,5.036364664760676,15.036364664760676,2026-09-23,1.16.0
Lunar space elevator,concept,LEO  →  GEO depot,4291.0,0.01,Krypton  (Hall),2000.0,300.0,10,0.24455758517969417,73.36727555390826,83.36727555390826,2026-09-23,1.16.0
Lunar space elevator,concept,TLI  →  low lunar orbit (LOI),900.0,0.01,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,10,0.06309341354847708,0.6309341354847708,10.630934135484772,2026-09-23,1.16.0
Lunar space elevator,concept,Low Mars orbit  →  Earth (TEI),2100.0,0.7,MMH / NTO  (hypergolic),336.0,59.528301886792455,10,0.8914100953970074,53.06412926372752,63.06412926372752,2026-09-23,1.16.0
Lunar space elevator,concept,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Hydrazine arcjet,600.0,75.0,10,1.1485370307920175,86.14027730940131,96.14027730940131,2026-09-23,1.16.0
Lunar space elevator,concept,NEA  →  LEO delivery (propulsive),3626.0,1.5,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,10,3.145866934387975,2.2321629075848435,12.232162907584843,2026-09-23,1.16.0
Earth space elevator,concept,LEO  →  GTO,2440.0,0.001,UDMH / NTO  (hypergolic),318.0,47.5,100,1.1867660455195344,56.37138716217788,156.37138716217788,2026-09-23,1.16.0
Earth space elevator,concept,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Mercury ion  (RETIRED),3000.0,60.0,100,0.16527537438270223,9.916522462962135,109.91652246296213,2026-09-23,1.16.0
Earth space elevator,concept,LEO  →  hard NEA,8500.0,2.0,Antimatter-catalysed,100000.0,6.25e+16,100,0.008705260113540225,544078757096264.06,544078757096364.06,2026-09-23,1.16.0
Earth space elevator,concept,NEA  →  Earth return (propulsive),5500.0,1.5,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,100,4.76979897979334,22.358432717781284,122.35843271778128,2026-09-23,1.16.0
Earth space elevator,concept,Main belt  →  Earth return,7500.0,4.0,Solar thermal  (LH2),800.0,10.0,100,1.6012288023469088,16.01228802346909,116.0122880234691,2026-09-23,1.16.0
Earth space elevator,concept,LEO  →  cislunar NRHO depot,3600.0,0.02,kerolox  (RP-1 / LOX),340.0,0.896969696969697,100,1.9437948655678756,1.7435250915396703,101.74352509153967,2026-09-23,1.16.0
Earth space elevator,concept,GTO  →  GEO (circularise + plane change),1836.0,0.01,Iodine  (Hall / gridded),2000.0,60.0,100,0.09813133443389854,5.887880066033913,105.88788006603392,2026-09-23,1.16.0
Earth space elevator,concept,GEO  →  Earth (deorbit to entry),1488.0,0.01,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,100,0.03866210047200935,3.0929680377607482,103.09296803776076,2026-09-23,1.16.0
Earth space elevator,concept,LEO  →  trans-Mars injection,3600.0,0.7,Hydrazine  (monoprop),220.0,75.0,100,4.304876704010455,322.86575280078415,422.86575280078415,2026-09-23,1.16.0
Earth space elevator,concept,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Electrospray  (ionic liquid),2500.0,2000.0,100,0.03739190907097267,74.78381814194535,174.78381814194535,2026-09-23,1.16.0
Earth space elevator,concept,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Mass driver  (regolith reaction mass),306.0,0.1,100,0.34974614392166337,0.034974614392166335,100.03497461439217,2026-09-23,1.16.0
Earth space elevator,concept,NEA  →  LEO delivery (aerobraked),100.0,2.0,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,100,0.032379293147400956,1.7268956345280508,101.72689563452805,2026-09-23,1.16.0
